Census year,Block ID,Property ID,Base property ID,Building name,Street address,CLUE small area,Construction year,Refurbished year,Number of floors (above ground),Predominant space use,Accessibility type,Accessibility type description,Accessibility rating,Bicycle spaces,Has showers,x coordinate,y coordinate
2019,335,105781,105781,,71 Lothian Street NORTH MELBOURNE 3051,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94446,-37.80163
2019,517,107028,107028,,59 Ormond Street KENSINGTON VIC 3031,Kensington,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.92871,-37.79804
2019,2513,615213,615213,,14 Hopetoun Street KENSINGTON VIC 3031,Kensington,1900,,2,House/Townhouse,,,,,,144.92676,-37.79155
2019,533,103376,103376,,33 Epsom Road KENSINGTON VIC 3031,Kensington,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.92599,-37.79276
2019,928,646923,646923,Ville Apartments (Phase 3),92-108 Cade Way PARKVILLE 3052,Parkville,2013,,3,Residential Apartment,Not determined or not applicable,Configuration of entrance does not fit into any of the other categories,0,50,,144.93884,-37.77845
2019,741,110612,110612,,113-129 Sturt Street SOUTHBANK VIC 3006,Southbank,1892,2006,2,"Performances, Conferences, Ceremonies",Not determined or not applicable,Configuration of entrance does not fit into any of the other categories,0,16,FALSE,144.96696,-37.82713
2019,2528,616001,616001,,4 Pridham Street KENSINGTON VIC 3031,Kensington,2016,1970,3,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,FALSE,144.93071,-37.78889
2019,928,610469,610469,,64 Strickland Road PARKVILLE 3052,Parkville,2006,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94035,-37.77586
2019,860,105548,105548,,53 Leopold Street SOUTH YARRA VIC 3141,South Yarra,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.98269,-37.83650
2019,43,110147,110147,,114-128 William Street MELBOURNE 3000,Melbourne (CBD),1976,2008,24,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,50,TRUE,144.95892,-37.81631
2019,2513,615641,615641,,9 Percy Street KENSINGTON VIC 3031,Kensington,1900,,1,House/Townhouse,,,,,,144.92586,-37.79139
2019,531,111464,111464,,16 Sambell Walk KENSINGTON VIC 3031,Kensington,2003,,3,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.92127,-37.79614
2019,745,110625,110625,,242-246 Sturt Street SOUTHBANK VIC 3006,Southbank,1930,1996,2,Workshop/Studio,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,TRUE,144.96548,-37.82850
2019,424,109705,109705,,295 Victoria Street WEST MELBOURNE 3003,West Melbourne (Residential),1884,1990,2,Retail - Shop,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2,0,TRUE,144.95155,-37.80563
2019,406,106574,106574,,25 Miller Street WEST MELBOURNE 3003,West Melbourne (Residential),,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94666,-37.80606
2019,318,108720,108720,,16 Shiel Street NORTH MELBOURNE 3051,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94385,-37.79734
2019,521,110211,110211,Propodollah,49 Wolseley Parade KENSINGTON VIC 3031,Kensington,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.92858,-37.79703
2019,23,102097,102097,Commercial Union Chambers,409-413 Collins Street MELBOURNE 3000,Melbourne (CBD),1930,1997,8,Office,Low level of accessibility,All entrances have steps,1,0,,144.96101,-37.81750
2019,47,101123,101123,,165 Bourke Street MELBOURNE 3000,Melbourne (CBD),1922,2000,4,Residential Apartment,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2,0,,144.96863,-37.81292
2019,342,100011,100011,,151-153 Abbotsford Street NORTH MELBOURNE 3051,North Melbourne,1930,,1,Workshop/Studio,Low level of accessibility,All entrances have steps,1,0,,144.94499,-37.80383
2019,332,628210,628210,,45B Baillie Street NORTH MELBOURNE 3051,North Melbourne,2010,,2,House/Townhouse,Not determined or not applicable,Access has not been rated,0,,,144.94666,-37.80157
2019,546,101003,101003,,2 Belmont Road KENSINGTON VIC 3031,Kensington,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.92358,-37.79280
2019,352,106698,106698,,76 Molesworth Street NORTH MELBOURNE 3051,North Melbourne,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94771,-37.79684
2019,2518,614620,614620,,59 McCracken Street KENSINGTON VIC 3031,Kensington,1900,,2,House/Townhouse,,,,,,144.92806,-37.79208
2019,513,104616,104616,,37 Hardiman Street KENSINGTON VIC 3031,Kensington,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.93287,-37.79536
2019,531,603429,603429,,2A Frearson Walk KENSINGTON VIC 3031,Kensington,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.92333,-37.79489
2019,918,107347,107347,Park Terrace,26-30 Park Drive PARKVILLE 3052,Parkville,1990,,3,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,,144.95450,-37.79614
2019,524,104792,104792,,19 Henry Street KENSINGTON VIC 3031,Kensington,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.92818,-37.79495
2019,332,100639,100639,,15 Baillie Street NORTH MELBOURNE 3051,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94754,-37.80167
2019,2520,616665,616665,,23 Hopetoun Street KENSINGTON VIC 3031,Kensington,1900,,1,House/Townhouse,,,,,,144.92669,-37.79210
2019,802,575821,575821,,Price Waterhouse Coopers 2-50 Southbank Boulevard SOUTHBANK VIC 3006,Southbank,2005,,38,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,120,TRUE,144.96262,-37.82221
2019,368,101938,101938,,151 Chetwynd Street NORTH MELBOURNE 3051,North Melbourne,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.95245,-37.80219
2019,406,108929,108929,Annach Terrace,584 Spencer Street WEST MELBOURNE 3003,West Melbourne (Residential),,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94684,-37.80676
2019,404,579420,579420,,115 Abbotsford Street WEST MELBOURNE 3003,West Melbourne (Residential),2003,,3,Residential Apartment,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,,144.94482,-37.80496
2019,1005,102985,102985,,439-459 Dynon Road WEST MELBOURNE 3003,West Melbourne (Industrial),,,1,Unoccupied - Under Construction,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,,144.91257,-37.80209
2019,429,109024,109024,Rose,199 Stanley Street WEST MELBOURNE 3003,West Melbourne (Residential),,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94589,-37.81046
2019,115,103298,103298,,474-476 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),1910,1994,1,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,,144.96056,-37.80771
2019,328,100050,107110,E Court,1 Plane Tree Way NORTH MELBOURNE 3051,North Melbourne,,,2,House/Townhouse,Not determined or not applicable,Configuration of entrance does not fit into any of the other categories,0,0,,144.94513,-37.79932
2019,552,111511,111511,,14 Birch Lane KENSINGTON VIC 3031,Kensington,,,2,House/Townhouse,Low level of accessibility,All entrances have steps,1,0,,144.92105,-37.79288
2019,532,100681,100681,,25 Bangalore Street KENSINGTON VIC 3031,Kensington,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.92530,-37.79387
2019,419,108370,108370,,156 Roden Street WEST MELBOURNE 3003,West Melbourne (Residential),1870,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94671,-37.80824
2019,527,573416,573416,,74 Newton Street KENSINGTON VIC 3031,Kensington,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.92351,-37.79577
2019,857,108337,108337,Corio,23 The Righi SOUTH YARRA VIC 3141,South Yarra,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.98676,-37.83319
2019,28,102059,102059,,13-15 Collins Street MELBOURNE 3000,Melbourne (CBD),1970,1999,23,Hospital/Clinic,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,,144.97335,-37.81383
2019,2532,615410,615410,,19 Collett Street KENSINGTON VIC 3031,Kensington,1900,,1,House/Townhouse,,,,,,144.93387,-37.78944
2019,561,111091,111091,,48 McAllister Mews KENSINGTON VIC 3031,Kensington,,,3,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.91974,-37.79336
2019,360,107723,107723,,3 Princess Street NORTH MELBOURNE 3051,North Melbourne,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.95699,-37.80521
2019,341,105771,105771,,41 Lothian Street NORTH MELBOURNE 3051,North Melbourne,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94421,-37.80304
2019,520,597180,597180,86 Altona Street,84-102 Altona Street KENSINGTON VIC 3031,Kensington,2006,1970,5,Residential Apartment,Low level of accessibility,All entrances have steps,1,,FALSE,144.92567,-37.79663
2019,931,110274,107426,Womens Pavillion,Old Poplar Road PARKVILLE 3052,Parkville,1854,,1,Entertainment/Recreation - Indoor,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,,144.95801,-37.79154
2019,356,101954,101954,,142 Chetwynd Street NORTH MELBOURNE 3051,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.95268,-37.80433
2019,2524,615806,615806,,514 Macaulay Road KENSINGTON VIC 3031,Kensington,1910,1970,1,Retail - Shop,Low level of accessibility,All entrances have steps,1,,FALSE,144.92909,-37.79410
2019,860,105537,105537,,23 Leopold Street SOUTH YARRA VIC 3141,South Yarra,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.98254,-37.83720
2019,356,110652,110652,,25-29 Gardiner Street NORTH MELBOURNE 3051,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.95282,-37.80456
2019,541,110926,110926,,12-14 Mercantile Parade KENSINGTON VIC 3031,Kensington,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.91996,-37.79542
2019,11,108971,108971,Holiday Inn on Flinders,561-585 Flinders Lane MELBOURNE 3000,Melbourne (CBD),1990,1997,9,Commercial Accommodation,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2,0,TRUE,144.95510,-37.82020
2019,912,100864,100864,,36 Bayles Street PARKVILLE 3052,Parkville,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.95642,-37.79414
2019,2522,617030,617030,,152 Bellair Street KENSINGTON VIC 3031,Kensington,1900,,1,House/Townhouse,,,,,,144.92970,-37.79306
2019,2512,617924,617924,,78 Market Street KENSINGTON VIC 3031,Kensington,1990,,2,House/Townhouse,,,,,,144.92521,-37.79071
2019,104,108087,108087,Melbourne Terrace Apartments,408-416 Queen Street MELBOURNE 3000,Melbourne (CBD),1994,,10,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,,144.95847,-37.80898
2019,378,109859,109859,Residential,11-21A Villiers Street NORTH MELBOURNE 3051,North Melbourne,2004,,3,Residential Apartment,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,,144.95226,-37.79962
2019,57,101216,101216,,21-25 Croft Alley MELBOURNE 3000,Melbourne (CBD),1900,2002,3,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1,0,,144.96909,-37.81206
2019,103,104086,104086,,211-213 Franklin Street MELBOURNE 3000,Melbourne (CBD),1920,1998,2,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1,0,,144.95784,-37.80968
2019,510,100292,100292,,3 Albermarle Street KENSINGTON VIC 3031,Kensington,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.93295,-37.79632
2019,406,108906,108906,,636 Spencer Street WEST MELBOURNE 3003,West Melbourne (Residential),,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94561,-37.80620
2019,355,105648,105648,,8 Leveson Street NORTH MELBOURNE 3051,North Melbourne,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.95116,-37.80464
2019,555,573294,573294,,48 Bateman Road KENSINGTON VIC 3031,Kensington,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.91778,-37.79540
